Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,is_severe,hour,minute
1900-01-01 23:31:00,Saturday,31-50,Male,,,,Long lorry,Owner,,,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,Under 18,3,,Normal,Not a Pedestrian,No distancing,Slight Injury,False,23,31
1900-01-01 23:31:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,,,,,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,23,31
1900-01-01 06:59:00,Wednesday,Over 51,Male,Elementary school,Owner,2-5yr,Long lorry,Governmental,,No defect,Other,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Female,31-50,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,6,59
1900-01-01 16:30:00,Thursday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect, Church areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,,,,,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,16,30
1900-01-01 16:30:00,Thursday,18-30,Male,Junior high school,Employee,Below 1yr,Taxi,Owner,,No defect, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Driver or rider,Male,Over 51,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,16,30
1900-01-01 16:30:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Above 10yr,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,,,,,Self-employed,,Not a Pedestrian,No distancing,Slight Injury,False,16,30
1900-01-01 11:05:00,Saturday,31-50,Male,High school,Employee,Above 10yr,Long lorry,Governmental,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,,,,,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,11,5
1900-01-01 08:48:00,Wednesday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (11?40Q),Owner,5-10yrs,No defect,School areas,other,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Collision with pedestrians,2,1,Overtaking,Driver or rider,Male,31-50,3,,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,8,48
1900-01-01 08:48:00,Wednesday,18-30,Male,Elementary school,Employee,1-2yr,Lorry (11?40Q),Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,8,48
1900-01-01 08:47:00,Tuesday,31-50,Male,Junior high school,Employee,,Long lorry,,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Passenger,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,8,47
1900-01-01 08:47:00,Tuesday,31-50,Male,Elementary school,Employee,1-2yr,Turbo,Owner,Above 10yr,No defect,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,3,Going straight,Passenger,Female,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury,False,8,47
1900-01-01 08:47:00,Tuesday,31-50,Male,Junior high school,Owner,1-2yr,Long lorry,Owner,Above 10yr,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Reversing,,,,,,,Not a Pedestrian,No distancing,Slight Injury,False,8,47
1900-01-01 22:20:00,Monday,18-30,Male,Above high school,Owner,1-2yr,Long lorry,Owner,Above 10yr,No defect,Other,One way,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,22,20
1900-01-01 22:20:00,Monday,,Female,Junior high school,Owner,5-10yr,Public (13?45 seats),Owner,Above 10yr,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,,,,,Other,Normal,Not a Pedestrian,No distancing,Slight Injury,False,22,20
1900-01-01 15:00:00,Monday,,Female,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Fall from vehicles,1,1,Other,,,,,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury,True,15,0
1900-01-01 11:57:00,Saturday,Over 51,Male,Elementary school,Employee,5-10yr,Automobile,Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Entering a junction,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,11,57
1900-01-01 11:57:00,Saturday,18-30,Male,High school,Owner,Below 1yr,Pick up upto 10Q,Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,11,57
1900-01-01 11:54:00,Saturday,18-30,Male,Junior high school,Employee,Above 10yr,,Owner,5-10yrs,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Female,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury,False,11,54
1900-01-01 11:54:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,5-10yrs,No defect,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Passenger,Male,Under 18,3,Other,Normal,Not a Pedestrian,Overturning,Slight Injury,False,11,54
1900-01-01 21:00:00,Monday,18-30,Male,Junior high school,Employee,Below 1yr,,Owner,1-2yr,No defect, Hospital areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,2,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,21,0
1900-01-01 21:00:00,Monday,,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,21,0
1900-01-01 14:23:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,No defect,Residential areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,,,,,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,False,14,23
1900-01-01 14:23:00,Wednesday,31-50,Male,Junior high school,Owner,Above 10yr,Long lorry,Owner,5-10yrs,No defect,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,,,,,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,14,23
1900-01-01 08:30:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Public (13?45 seats),Owner,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,8,30
1900-01-01 08:30:00,Wednesday,18-30,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,1-2yr,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Daylight,Raining,Rollover,2,1,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Overspeed,Slight Injury,False,8,30
1900-01-01 14:37:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Getting off,,,,,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury,True,14,37
1900-01-01 14:37:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (11?40Q),Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,True,14,37
1900-01-01 15:51:00,Monday,18-30,Male,High school,Employee,2-5yr,Pick up upto 10Q,Owner,,No defect,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Getting off,,,,,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,15,51
1900-01-01 15:51:00,Monday,18-30,Male,High school,Owner,Above 10yr,Automobile,Owner,,No defect,Office areas,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,2,Moving Backward,Pedestrian,Male,18-30,3,Self-employed,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury,False,15,51
1900-01-01 12:40:00,Saturday,Over 51,Male,Elementary school,Employee,2-5yr,Automobile,Owner,,No defect,Office areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driver or rider,Male,Under 18,3,Other,Normal,Not a Pedestrian,Overspeed,Serious Injury,True,12,40
1900-01-01 11:01:00,Wednesday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Organization,,No defect,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury,False,11,1
1900-01-01 11:01:00,Wednesday,Over 51,Male,High school,Employee,2-5yr,Long lorry,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Waiting to go,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,11,1
1900-01-01 17:41:00,Wednesday,18-30,Male,Junior high school,Other,No Licence,Long lorry,Owner,,No defect,Office areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Rollover,2,1,Going straight,,,,,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,17,41
1900-01-01 17:41:00,Wednesday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Governmental,,,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights unlit,Normal,Rollover,2,1,Other,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,17,41
1900-01-01 16:55:00,Thursday,18-30,Male,Junior high school,Owner,5-10yr,Stationwagen,Owner,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,16,55
1900-01-01 10:30:00,Saturday,18-30,Male,Junior high school,Employee,1-2yr,,Owner,,,Residential areas,,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Going straight,Pedestrian,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,10,30
1900-01-01 18:20:00,Wednesday,Under 18,Male,Junior high school,Employee,Above 10yr,Other,Owner,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,5,3,Other,Normal,Not a Pedestrian,No distancing,Serious Injury,True,18,20
1900-01-01 18:20:00,Wednesday,Under 18,Male,Junior high school,Employee,1-2yr,Special vehicle,Owner,5-10yrs,, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,,Normal,Not a Pedestrian,Overspeed,Serious Injury,True,18,20
1900-01-01 17:22:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Overtaking,,,,,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,17,22
1900-01-01 16:19:00,Friday,31-50,Male,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Pedestrian,Female,Over 51,3,Driver,Normal,Unknown or other,Driving carelessly,Slight Injury,False,16,19
1900-01-01 20:43:00,Sunday,Under 18,Male,High school,Employee,1-2yr,Lorry (11?40Q),Owner,2-5yrs,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Other,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,20,43
1900-01-01 20:43:00,Sunday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,2-5yrs,,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,31-50,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,20,43
1900-01-01 22:35:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Motorcycle,Owner,2-5yrs,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Turnover,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,22,35
1900-01-01 22:35:00,Wednesday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,3,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,22,35
1900-01-01 22:35:00,Wednesday,18-30,Male,Elementary school,Employee,Above 10yr,Automobile,,,,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,22,35
1900-01-01 05:50:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Getting off,Driver or rider,Male,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury,False,5,50
1900-01-01 05:50:00,Wednesday,,Female,Junior high school,Employee,1-2yr,Stationwagen,Owner,,No defect,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,5,50
1900-01-01 09:22:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,,Owner,,,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Getting off,,,,,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury,False,9,22
1900-01-01 09:22:00,Monday,18-30,Male,High school,Owner,2-5yr,Public (> 45 seats),Owner,2-5yrs,,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Overtaking,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,False,9,22
1900-01-01 09:26:00,Wednesday,,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,,,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,,,,,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,9,26
1900-01-01 09:26:00,Wednesday,31-50,,Junior high school,Employee,5-10yr,Stationwagen,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driver or rider,Female,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury,False,9,26
1900-01-01 13:40:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,,,,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Going straight,,,,,,Normal,Not a Pedestrian,No distancing,Slight Injury,False,13,40
1900-01-01 13:40:00,Sunday,Over 51,Male,Junior high school,Employee,2-5yr,Bicycle,Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Reversing,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,13,40
1900-01-01 13:40:00,Sunday,31-50,Male,High school,Employee,Above 10yr,Automobile,Owner,,,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Getting off,,,,,,,Not a Pedestrian,Overturning,Slight Injury,False,13,40
1900-01-01 04:38:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Lorry (41?100Q),Owner,,,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury,False,4,38
1900-01-01 04:38:00,Saturday,Over 51,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,,No defect,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,,,,,Other,Normal,Not a Pedestrian,Drunk driving,Slight Injury,False,4,38
1900-01-01 02:32:00,Thursday,18-30,Male,Writing & reading,Employee,2-5yr,Public (13?45 seats),Governmental,,,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Going straight,,,,,Other,Normal,Not a Pedestrian,Moving Backward,Serious Injury,True,2,32
1900-01-01 02:32:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Special vehicle,Owner,,No defect,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,2,Reversing,Driver or rider,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Serious Injury,True,2,32
1900-01-01 19:00:00,Tuesday,,Female,High school,Employee,2-5yr,Automobile,Owner,,,Residential areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,19,0
1900-01-01 19:00:00,Tuesday,Under 18,Male,Junior high school,Employee,1-2yr,Public (13?45 seats),Governmental,2-5yrs,,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Other,Vehicle with vehicle collision,2,1,Stopping,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury,False,19,0
1900-01-01 13:38:00,Friday,Over 51,Male,High school,Employee,5-10yr,,Owner,1-2yr,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Overtaking,,,,,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury,False,13,38
1900-01-01 07:53:00,Thursday,18-30,Male,Elementary school,Employee,2-5yr,Lorry (41?100Q),Owner,Above 10yr,No defect,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Passenger,Female,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury,False,7,53
1900-01-01 07:53:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,,No defect,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Reversing,,,,,,,Not a Pedestrian,Changing lane to the right,Slight Injury,False,7,53
1900-01-01 07:53:00,Thursday,Over 51,Male,Elementary school,Employee,1-2yr,Public (12 seats),Owner,,,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Going straight,Driver or rider,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,7,53
1900-01-01 20:13:00,Tuesday,31-50,Male,High school,Employee,No Licence,Lorry (41?100Q),Owner,5-10yrs,,Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,,,,,Other,Normal,Not a Pedestrian,Moving Backward,Serious Injury,True,20,13
1900-01-01 16:28:00,Tuesday,Over 51,Male,Junior high school,Owner,5-10yr,Lorry (41?100Q),Owner,,No defect,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Reversing,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving at high speed,Slight Injury,False,16,28
1900-01-01 16:28:00,Tuesday,Under 18,Male,Junior high school,Employee,1-2yr,Public (12 seats),Owner,2-5yrs,No defect,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Going straight,,,,,,,Not a Pedestrian,Changing lane to the left,Slight Injury,False,16,28
1900-01-01 16:28:00,Tuesday,,Male,Junior high school,Employee,2-5yr,Public (> 45 seats),Owner,,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,3,1,Waiting to go,Driver or rider,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury,False,16,28
1900-01-01 00:55:00,Saturday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,,,,,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury,True,0,55
1900-01-01 00:55:00,Saturday,18-30,Male,,,,Pick up upto 10Q,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Male,18-30,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,0,55
1900-01-01 00:55:00,Saturday,18-30,Male,,,,Stationwagen,Owner,5-10yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Driver or rider,Female,31-50,3,,,Not a Pedestrian,Changing lane to the right,Serious Injury,True,0,55
1900-01-01 18:30:00,Monday,18-30,Male,Junior high school,Employee,2-5yr,Other,Owner,,No defect,School areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,2,Going straight,,,,,Student,Normal,Not a Pedestrian,No distancing,Serious Injury,True,18,30
1900-01-01 18:30:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,,Governmental,,No defect,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Getting off,Driver or rider,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury,True,18,30
1900-01-01 18:30:00,Monday,31-50,Male,Junior high school,Owner,Above 10yr,Automobile,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Pedestrian,Male,31-50,3,Self-employed,Normal,Unknown or other,Driving carelessly,Serious Injury,True,18,30
1900-01-01 08:15:00,Tuesday,31-50,Male,,,,Stationwagen,Owner,,No defect,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Pedestrian,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,True,8,15
